vin,model,mfg_year,fuel_type
Q82Q8IGR,Freightliner M2,2017,CNG
P5UCGMGK,Tata Ultra,2009,CNG
UEDVKG01,Freightliner M2,2016,Electric
DQLDG3CB,Ashok Leyland Dost,2014,Diesel
EOA9OF6V,Isuzu N-Series,2021,CNG
U9BH0BPP,Freightliner M2,2025,Electric
A4OGQJ93,Freightliner M2,2018,LNG
MRZSUR34,Isuzu N-Series,2012,Diesel
N1OV5554,Volvo VNL,2007,Diesel
FR7RIT2Z,Volvo VNL,2013,CNG
IJX2G7ET,Isuzu N-Series,2024,Electric
S6R5IE1N,Ashok Leyland Dost,2013,Diesel
7J6MPB9G,Tata Ultra,2010,CNG
FO76XQ2V,Isuzu N-Series,2013,CNG
4CAUWQRD,Volvo VNL,2017,Diesel
PV7Z000K,Ashok Leyland Dost,2025,CNG
VKI7Z8LY,Tata Ultra,2012,Diesel
WGA8TI5F,Freightliner M2,2008,Electric
0Q1M3WEJ,Volvo VNL,2022,Diesel
4V4Q253G,Tata Ultra,2006,CNG
QP8IOUAB,Tata Ultra,2012,Diesel
3PQ9I2HT,Tata Ultra,2022,LNG
SN32Z1UU,Ashok Leyland Dost,2025,Electric
Q6SE8ZDU,Freightliner M2,2010,CNG
XNY2FG39,Volvo VNL,2018,Diesel
DIE708HF,Freightliner M2,2009,CNG
2Y5HA1U6,Isuzu N-Series,2011,CNG
CPQH2WUA,Volvo VNL,2012,Diesel
F1WSDABH,Isuzu N-Series,2007,Diesel
0YIKTE8N,Ashok Leyland Dost,2015,CNG
Z1B9EJZU,Ashok Leyland Dost,2021,LNG
VL5UXW6C,Isuzu N-Series,2017,CNG
EB38U54I,Freightliner M2,2010,CNG
SFYFA2TY,Isuzu N-Series,2025,LNG
UBSX4VOO,Tata Ultra,2022,CNG
8R836ZYX,Isuzu N-Series,2011,CNG
7YVLJMW7,Ashok Leyland Dost,2024,LNG
RQT4QCL1,Ashok Leyland Dost,2020,CNG
USA1U3UO,Volvo VNL,2020,CNG
X5X92JGB,Ashok Leyland Dost,2017,LNG
LOX6HH9O,Freightliner M2,2016,CNG
18LXV6ZL,Volvo VNL,2014,Electric
9I2C7M7B,Isuzu N-Series,2008,LNG
3FCGM7W2,Ashok Leyland Dost,2017,LNG
FOOJ2J2D,Ashok Leyland Dost,2007,CNG
KC7LMYDJ,Isuzu N-Series,2008,LNG
DU1G3QRD,Isuzu N-Series,2024,LNG
XASOTELF,Tata Ultra,2005,CNG
UHZ2W4FG,Tata Ultra,2024,CNG
HPPSCRSE,Isuzu N-Series,2014,LNG
JVLHLQH1,Volvo VNL,2005,Electric
6HXO6A5Z,Isuzu N-Series,2012,CNG
A7RDRWZE,Freightliner M2,2018,LNG
FCA8S33I,Ashok Leyland Dost,2006,Diesel
30CY4CA6,Ashok Leyland Dost,2016,LNG
GOIXFHT3,Volvo VNL,2024,LNG
5RJOFGSS,Tata Ultra,2021,LNG
XUGHG8J1,Isuzu N-Series,2024,Electric
IIK7BB68,Volvo VNL,2006,Electric
BAD51QW4,Tata Ultra,2018,CNG
NON1MHSU,Ashok Leyland Dost,2020,CNG
FHYQ94AX,Ashok Leyland Dost,2024,Electric
8J6OK8JM,Isuzu N-Series,2015,Diesel
F9Y637BN,Freightliner M2,2019,Electric
JR0FSXIO,Freightliner M2,2018,Diesel
25PW92GY,Tata Ultra,2006,Electric
5ROYJR6V,Tata Ultra,2016,LNG
J8CZJZ8M,Volvo VNL,2011,Diesel
W7ESEXAO,Ashok Leyland Dost,2015,Electric
8859UDK7,Tata Ultra,2021,CNG
W0SYUV9T,Volvo VNL,2020,LNG
NZJ42PVB,Freightliner M2,2009,Electric
7J1RJWIY,Ashok Leyland Dost,2005,LNG
QY215KP7,Freightliner M2,2013,Diesel
FTHTIUE8,Freightliner M2,2014,LNG
I3RWFSEF,Tata Ultra,2011,Electric
QWYPGRIM,Ashok Leyland Dost,2013,LNG
IDDMXVQZ,Volvo VNL,2007,LNG
W9E6DTGO,Freightliner M2,2010,Diesel
XYV4HVK7,Tata Ultra,2009,Electric
EE43GW3D,Isuzu N-Series,2010,LNG
NBIJUGVZ,Freightliner M2,2009,CNG
0YSCWGCU,Volvo VNL,2019,Diesel
3HJI31BO,Freightliner M2,2007,CNG
M1MO2KOJ,Freightliner M2,2022,Electric
KHY9UKJR,Ashok Leyland Dost,2021,Diesel
J7YYCNGT,Volvo VNL,2024,CNG
QFRPPDVH,Isuzu N-Series,2011,LNG
OAJ2SJMC,Tata Ultra,2012,Electric
FC3LANGL,Tata Ultra,2007,LNG
783ZN7GU,Tata Ultra,2005,CNG
EY4WMCOK,Freightliner M2,2023,CNG
JA388APH,Isuzu N-Series,2013,Diesel
S2E0T0H1,Isuzu N-Series,2009,CNG
X1FGD6OV,Ashok Leyland Dost,2018,Diesel
8IX0W5V9,Tata Ultra,2016,Electric
ZZ2RAXSN,Tata Ultra,2013,CNG
FVK60EOU,Isuzu N-Series,2012,CNG
9KM2FHKU,Ashok Leyland Dost,2018,Electric
B47IVC0D,Ashok Leyland Dost,2019,CNG
51CUZTQQ,Volvo VNL,2023,Electric
9YANSH10,Freightliner M2,2022,LNG
BGZ4BDUB,Isuzu N-Series,2013,CNG
GUKP4VY5,Freightliner M2,2014,Electric
JAF8KJ1K,Freightliner M2,2005,CNG
8O8HVR37,Isuzu N-Series,2021,Diesel
0O8B5CS9,Tata Ultra,2023,CNG
RRY5H4FD,Isuzu N-Series,2008,Diesel
RU5OCQ0O,Ashok Leyland Dost,2014,Diesel
2OMP719Y,Ashok Leyland Dost,2016,CNG
3EYLXONS,Tata Ultra,2013,Diesel
P4X15HEM,Volvo VNL,2021,Electric
EEKTW3BT,Tata Ultra,2015,LNG
O8AYZL9Q,Ashok Leyland Dost,2006,Diesel
6X3P08UJ,Isuzu N-Series,2014,Diesel
GQPWJFDR,Isuzu N-Series,2018,Diesel
Y3SGEGQB,Tata Ultra,2010,Diesel
A99JGTXJ,Tata Ultra,2013,Diesel
6U1OVH6P,Freightliner M2,2006,CNG
ZKOXVHET,Volvo VNL,2018,Diesel
J49O419Z,Ashok Leyland Dost,2005,CNG
YIADK1D3,Isuzu N-Series,2024,LNG
COOXKBOZ,Volvo VNL,2025,Electric
L9461OKB,Isuzu N-Series,2020,Electric
9OFE6FC5,Isuzu N-Series,2012,Electric
BVTLUVJN,Volvo VNL,2024,Electric
KXOCZDBU,Freightliner M2,2020,CNG
282AZEY5,Tata Ultra,2012,Diesel
4HP2CXU1,Tata Ultra,2005,CNG
AI3HIDV3,Ashok Leyland Dost,2019,Electric
Q3T9W2Q9,Isuzu N-Series,2022,Electric
4B5YVC77,Tata Ultra,2020,CNG
1Y3NPXWQ,Volvo VNL,2022,Electric
OJJMT2IG,Ashok Leyland Dost,2025,CNG
O77EK9GV,Volvo VNL,2014,Diesel
7SUQ4H0U,Ashok Leyland Dost,2024,CNG
S5QMZRHM,Freightliner M2,2010,CNG
F97FNK7H,Isuzu N-Series,2023,LNG
CZDLK8AR,Freightliner M2,2013,Diesel
K32YCBMT,Volvo VNL,2020,CNG
XLI3RVN0,Isuzu N-Series,2025,CNG
Y6YJT36W,Tata Ultra,2016,LNG
VXFHG707,Ashok Leyland Dost,2012,LNG
GFGNEVOU,Freightliner M2,2020,CNG
VU3QBXE4,Volvo VNL,2023,Diesel
92TS652O,Volvo VNL,2013,CNG
FAS6MPG4,Tata Ultra,2006,Electric
MLWQ412X,Ashok Leyland Dost,2006,Electric
K2EERXNU,Ashok Leyland Dost,2011,Electric
7QNBR6LR,Freightliner M2,2015,Electric
52O2ISJF,Isuzu N-Series,2019,Diesel
HM2Z2DUX,Freightliner M2,2014,Electric
EM12V68M,Ashok Leyland Dost,2013,Diesel
RLZ801WA,Isuzu N-Series,2006,LNG
264GXT46,Tata Ultra,2005,LNG
VR9Z4XT5,Tata Ultra,2007,Electric
MUEKCUIZ,Freightliner M2,2022,CNG
OMS07030,Isuzu N-Series,2010,CNG
184VO7QK,Tata Ultra,2017,Diesel
N80CJ2L1,Freightliner M2,2009,LNG
8EHXSY1R,Volvo VNL,2023,CNG
EC0XE0TF,Tata Ultra,2009,Electric
HO50K0SD,Freightliner M2,2015,Diesel
KA6Z53AH,Isuzu N-Series,2022,CNG
S9E82IVH,Freightliner M2,2010,CNG
0V5F6PS6,Ashok Leyland Dost,2017,CNG
ONM2B2RH,Freightliner M2,2014,LNG
WOKPE7BN,Isuzu N-Series,2025,Diesel
DUF59OCF,Ashok Leyland Dost,2011,CNG
6W348MZ3,Freightliner M2,2019,CNG
AJAC82TR,Freightliner M2,2019,LNG
U84PQRQM,Ashok Leyland Dost,2014,LNG
HQ34O4EX,Isuzu N-Series,2023,Electric
CQNP0BKT,Freightliner M2,2025,CNG
IKXEBEKC,Ashok Leyland Dost,2007,Diesel
L2FFK9OE,Ashok Leyland Dost,2023,CNG
EB0QZXO4,Volvo VNL,2011,LNG
0UKBS59W,Tata Ultra,2025,LNG
TWCSQSA6,Tata Ultra,2009,Electric
OGOTOIA1,Tata Ultra,2011,Electric
YSE1QV0C,Ashok Leyland Dost,2022,Electric
36OE2174,Volvo VNL,2018,CNG
8HAI436U,Volvo VNL,2017,CNG
A1K5MYQ7,Isuzu N-Series,2015,CNG
S053H6S7,Ashok Leyland Dost,2008,Diesel
3CSK8EGQ,Freightliner M2,2021,LNG
YUYIZ9YR,Volvo VNL,2010,Diesel
N7Q8QRXF,Freightliner M2,2011,Diesel
466VNVCT,Tata Ultra,2015,Diesel
077601KK,Ashok Leyland Dost,2025,Diesel
TAK1INBP,Freightliner M2,2018,CNG
69VWRE9M,Tata Ultra,2011,Electric
YHDASFSN,Freightliner M2,2012,Diesel
Q6BMHL7C,Volvo VNL,2025,LNG
RUW85AF9,Isuzu N-Series,2016,LNG
4MEBHLWQ,Freightliner M2,2016,LNG
Q2BVM7DV,Ashok Leyland Dost,2015,CNG
VMVV3O2Q,Isuzu N-Series,2022,Electric
HUPI7YIM,Ashok Leyland Dost,2018,LNG
2ZBOWMZC,Isuzu N-Series,2025,LNG
W8QV2XRX,Tata Ultra,2024,CNG
M2T3W0TQ,Freightliner M2,2021,Diesel
HWDMQO6X,Isuzu N-Series,2017,Diesel
ND083671,Freightliner M2,2008,CNG
5HZNPJ3Y,Isuzu N-Series,2023,Electric
RXFYBP3R,Isuzu N-Series,2020,CNG
TSH37MWS,Ashok Leyland Dost,2016,Diesel
NLKG1UNM,Tata Ultra,2025,Electric
N0R15QXB,Tata Ultra,2024,Diesel
2RLPSJ7E,Volvo VNL,2025,Diesel
OL2N03KM,Ashok Leyland Dost,2009,Diesel
DWWU6AER,Isuzu N-Series,2016,LNG
YFQ1BZWF,Freightliner M2,2018,CNG
YFMH1OAT,Freightliner M2,2014,Diesel
457AC3HZ,Volvo VNL,2022,LNG
YYFUTIBA,Freightliner M2,2010,CNG
OWG9XT0A,Isuzu N-Series,2022,Diesel
PCJ72PPJ,Isuzu N-Series,2011,Diesel
PI7FQ4RZ,Freightliner M2,2011,Electric
5RPNTW7Y,Isuzu N-Series,2012,Electric
SU6UAOM0,Freightliner M2,2024,Diesel
MBW53ZX5,Volvo VNL,2005,Diesel
EAOR9HNI,Tata Ultra,2010,LNG
EE0A5BK7,Isuzu N-Series,2025,Diesel
NGZH6BO8,Ashok Leyland Dost,2023,Diesel
8V3AZU25,Volvo VNL,2012,Electric
V5WPUL3F,Volvo VNL,2010,Electric
90VYMSGW,Freightliner M2,2009,Electric
55GKSHAL,Tata Ultra,2014,CNG
MRB3Z2DG,Tata Ultra,2016,CNG
X76OY3VZ,Isuzu N-Series,2005,CNG
2FS51AK3,Tata Ultra,2010,Electric
XAO373LI,Isuzu N-Series,2024,Diesel
NI205M6G,Volvo VNL,2010,Electric
H990M55C,Volvo VNL,2014,CNG
S466I24O,Freightliner M2,2006,Electric
SAAO87Y5,Ashok Leyland Dost,2006,Diesel
BETN2KUL,Freightliner M2,2021,CNG
4486E87I,Volvo VNL,2013,Electric
TJ3V3DJR,Isuzu N-Series,2013,Electric
8VD19PKD,Tata Ultra,2021,LNG
9Y6LOURV,Volvo VNL,2015,CNG
NX7CR3ER,Tata Ultra,2017,LNG
9NSHHZ26,Tata Ultra,2006,Diesel
2V0UF9OS,Ashok Leyland Dost,2012,Electric
214RGZXM,Ashok Leyland Dost,2015,LNG
8Z6PDMXY,Ashok Leyland Dost,2025,Electric
5CM10YGE,Volvo VNL,2019,Electric
AYJQ78A5,Isuzu N-Series,2014,CNG
4G787I1O,Volvo VNL,2008,Electric
HP9RGM4K,Tata Ultra,2014,CNG
67CZ9GOR,Tata Ultra,2009,LNG
F5ZLUSHH,Isuzu N-Series,2023,CNG
CYGEGJA9,Ashok Leyland Dost,2007,Diesel
UDCYAQB4,Volvo VNL,2017,CNG
GKLBU734,Volvo VNL,2021,Electric
VXUB40QY,Freightliner M2,2015,Diesel
ONXDYZAG,Ashok Leyland Dost,2006,LNG
GOX5KGQU,Volvo VNL,2005,CNG
SBU3J1H9,Volvo VNL,2006,CNG
IP0UBZD4,Tata Ultra,2021,Electric
O6SNABAN,Tata Ultra,2023,Diesel
OSSVDLZM,Tata Ultra,2007,LNG
0W1L6T6S,Isuzu N-Series,2014,Electric
YWUUZTWD,Freightliner M2,2021,CNG
09L6RRZS,Isuzu N-Series,2025,CNG
TUVSFA0D,Volvo VNL,2006,CNG
6EBAI7UB,Tata Ultra,2016,Electric
HD493BRX,Volvo VNL,2021,Diesel
DO2MJVJY,Tata Ultra,2023,Diesel
9ERI35S6,Ashok Leyland Dost,2019,CNG
I70RSEW9,Freightliner M2,2013,Diesel
P0F9IHXH,Volvo VNL,2005,Diesel
ZC0OUWDK,Volvo VNL,2017,CNG
D9SYFICJ,Ashok Leyland Dost,2013,LNG
LLDF1WSI,Tata Ultra,2006,LNG
RTFSEH55,Isuzu N-Series,2012,LNG
2HU96D6I,Tata Ultra,2016,LNG
I70R6O6B,Ashok Leyland Dost,2012,Diesel
SFAUPUJT,Isuzu N-Series,2020,CNG
F2VMTCMR,Freightliner M2,2017,LNG
2QSR3H0C,Freightliner M2,2006,LNG
AE570Z12,Freightliner M2,2005,LNG
1WQPP01Z,Freightliner M2,2025,Electric
5Q6L123B,Isuzu N-Series,2024,CNG
8432MBNA,Volvo VNL,2012,CNG
7LVEP94X,Ashok Leyland Dost,2012,LNG
DY8C8AK3,Isuzu N-Series,2013,Electric
9DZUOR9M,Freightliner M2,2025,Electric
YVV6DSN7,Volvo VNL,2017,Electric
Z3V9A5XW,Freightliner M2,2015,Electric
CYVT28CH,Ashok Leyland Dost,2005,CNG
QCVOEIF4,Ashok Leyland Dost,2009,Diesel
PZ24MCJN,Tata Ultra,2016,CNG
VIVVZRT0,Tata Ultra,2021,LNG
BB46VND7,Freightliner M2,2018,Electric
DOGY55Q3,Volvo VNL,2014,Diesel
OKFXRGIY,Tata Ultra,2009,CNG
LC42L5CD,Isuzu N-Series,2008,Diesel
JHHIV4P4,Isuzu N-Series,2008,LNG
5P73R7S1,Tata Ultra,2005,Diesel
KP0M92PS,Isuzu N-Series,2005,LNG
MY3SZJQ7,Tata Ultra,2011,Electric
OFIRK32W,Volvo VNL,2014,Electric
DQNBTJSK,Isuzu N-Series,2021,Diesel
V9XOZ6KB,Tata Ultra,2023,LNG
CHL6N65J,Freightliner M2,2006,CNG
2B3RET8U,Tata Ultra,2018,CNG
K0JE79JL,Freightliner M2,2023,LNG
6KXQO4WB,Volvo VNL,2025,CNG
HAE18JS0,Freightliner M2,2009,CNG
V37KC2ZG,Volvo VNL,2016,LNG
REREM2X2,Isuzu N-Series,2024,LNG
B3V151KM,Isuzu N-Series,2010,CNG
TOZO4GT1,Freightliner M2,2009,Diesel
C8QL67SD,Isuzu N-Series,2006,Diesel
08JB9CYF,Volvo VNL,2016,LNG
5FQ1RD2W,Tata Ultra,2018,CNG
86H2DA5Q,Ashok Leyland Dost,2022,Diesel
U0Q8ZI9M,Volvo VNL,2016,Electric
EOBK2O8P,Freightliner M2,2021,LNG
YYY4M803,Freightliner M2,2011,CNG
4O391SAX,Tata Ultra,2013,CNG
U3IXLU4W,Ashok Leyland Dost,2014,LNG
GMFJ03ZT,Volvo VNL,2018,Electric
M9INTJ4R,Freightliner M2,2024,Electric
QE8SQ98U,Tata Ultra,2023,LNG
LUTOI2R2,Tata Ultra,2017,Electric
OGTEEE4H,Isuzu N-Series,2007,Electric
GOB1FQ33,Ashok Leyland Dost,2017,LNG
TV4A41QV,Tata Ultra,2015,Diesel
ZZ9894VY,Tata Ultra,2025,LNG
TWOHY137,Volvo VNL,2018,Electric
QAFPHTEC,Freightliner M2,2024,CNG
VWE4ZPEV,Freightliner M2,2009,CNG
QPHSYYMO,Ashok Leyland Dost,2020,CNG
RL40DP88,Freightliner M2,2005,CNG
BBLLBQRX,Volvo VNL,2017,CNG
WY6JTUV2,Isuzu N-Series,2006,CNG
7WMWVEMV,Ashok Leyland Dost,2024,LNG
KX7L2I69,Ashok Leyland Dost,2022,LNG
0VAA8WNE,Isuzu N-Series,2015,CNG
20YMCWON,Freightliner M2,2025,Diesel
AA5JMQJ6,Freightliner M2,2021,CNG
48LGXTTS,Ashok Leyland Dost,2010,Electric
XKT1SUXI,Freightliner M2,2025,Diesel
UT1KKBKI,Isuzu N-Series,2005,Electric
40A97613,Volvo VNL,2025,CNG
XNHVB60B,Tata Ultra,2018,LNG
R3OPFLMV,Ashok Leyland Dost,2021,Electric
BOS5C0F6,Freightliner M2,2012,Diesel
SKVE0SF2,Freightliner M2,2021,Diesel
1XEUAGNA,Ashok Leyland Dost,2018,CNG
IXHCG5HF,Ashok Leyland Dost,2013,LNG
BG6J2NSE,Ashok Leyland Dost,2007,Electric
VSKTX89R,Isuzu N-Series,2011,Electric
MGZBPDPM,Volvo VNL,2006,Diesel
S0UL503Y,Ashok Leyland Dost,2008,Diesel
9OWWZNA8,Isuzu N-Series,2019,CNG
GR26EK7A,Volvo VNL,2015,Diesel
8VX7UGWW,Freightliner M2,2024,LNG
Y7YPY4JV,Ashok Leyland Dost,2007,Diesel
7E55SGJD,Tata Ultra,2018,Electric
36F5ICJ4,Freightliner M2,2008,Diesel
XZ03GILB,Volvo VNL,2022,CNG
UKVZEG7D,Ashok Leyland Dost,2011,LNG
5CV5C7E0,Freightliner M2,2005,Diesel
X06Q5XWI,Isuzu N-Series,2014,Electric
3FW3DGPV,Tata Ultra,2006,Electric
YILJ0BA9,Volvo VNL,2013,CNG
6FY63AC9,Volvo VNL,2019,Electric
9H3KLVYP,Isuzu N-Series,2006,Diesel
XI8MI9KU,Freightliner M2,2019,LNG
THPMJTFB,Freightliner M2,2020,Electric
39B2NOL5,Tata Ultra,2010,Electric
HYZ6XXRF,Volvo VNL,2018,Diesel
2RJXNTKJ,Isuzu N-Series,2021,CNG
B1BUKWGE,Tata Ultra,2012,CNG
6JY2FA1Z,Isuzu N-Series,2016,CNG
RQVW0OIP,Volvo VNL,2024,LNG
V1YTEP2D,Volvo VNL,2014,LNG
KKMA1HH4,Ashok Leyland Dost,2021,CNG
5CP0EAY9,Ashok Leyland Dost,2021,Diesel
31GI17JF,Freightliner M2,2017,LNG
987Y0RJP,Volvo VNL,2022,Electric
SW85ZDBZ,Isuzu N-Series,2014,Electric
TPTGQ787,Freightliner M2,2020,LNG
FLEIH4D9,Volvo VNL,2007,Electric
4V84FAI3,Freightliner M2,2013,Diesel
L2W9PWRK,Ashok Leyland Dost,2016,Diesel
PDIJO6XV,Tata Ultra,2005,LNG
O9RCD8CG,Tata Ultra,2022,CNG
IOKKU4Q4,Freightliner M2,2009,Electric
OVSCER41,Tata Ultra,2014,LNG
9FV3TYPS,Freightliner M2,2006,LNG
GNB2ZOJI,Isuzu N-Series,2012,Diesel
YY9S2JHY,Isuzu N-Series,2005,Electric
Y5HLLG8X,Volvo VNL,2014,Diesel
6UIIFPTJ,Volvo VNL,2012,Diesel
PI0EOZOL,Volvo VNL,2015,Electric
OR0ZB1OA,Ashok Leyland Dost,2010,Diesel
QPHAXH9O,Ashok Leyland Dost,2019,Diesel
4H6C6E3I,Ashok Leyland Dost,2014,Diesel
7OXTT8R6,Ashok Leyland Dost,2021,Electric
Q9KWRAHO,Ashok Leyland Dost,2011,Diesel
W4GUIIJT,Volvo VNL,2014,LNG
B7MKYW3E,Freightliner M2,2012,LNG
IMOHKYAC,Volvo VNL,2015,LNG
GTX56QDB,Tata Ultra,2018,LNG
D7GISHT5,Ashok Leyland Dost,2023,Diesel
CBXYCLB3,Freightliner M2,2017,CNG
KR7RXYRZ,Freightliner M2,2019,LNG
6C7V96CR,Freightliner M2,2023,CNG
253D2SST,Isuzu N-Series,2025,Diesel
HM3S6DYB,Ashok Leyland Dost,2016,Electric
UWMURRUO,Ashok Leyland Dost,2022,Diesel
O0J92UD7,Isuzu N-Series,2012,Diesel
27N7WW48,Tata Ultra,2009,CNG
MM9ZKMPY,Volvo VNL,2017,Electric
U3CSK2SD,Freightliner M2,2006,CNG
8GJUV097,Tata Ultra,2008,CNG
95ZYOQP5,Tata Ultra,2024,LNG
HAAC6RQW,Freightliner M2,2022,LNG
T4ZJ6JV0,Volvo VNL,2013,Diesel
IBPVXGDZ,Freightliner M2,2006,LNG
MGSO4IAD,Isuzu N-Series,2021,Electric
63CRHIBD,Tata Ultra,2006,CNG
IE2HUNCF,Ashok Leyland Dost,2008,LNG
Z3LZXX4Q,Ashok Leyland Dost,2023,Diesel
WIHBEEPZ,Volvo VNL,2020,Diesel
KT3E7E1U,Freightliner M2,2014,Electric
OL3UGSKM,Volvo VNL,2015,LNG
PJDOP6UB,Ashok Leyland Dost,2010,Electric
F9MS2QC0,Isuzu N-Series,2009,CNG
SMXIN0UE,Ashok Leyland Dost,2015,Diesel
UKVVO0BT,Ashok Leyland Dost,2008,Diesel
8BOVKJDW,Freightliner M2,2005,LNG
VN93QHB3,Volvo VNL,2021,Diesel
XFFZAEAL,Isuzu N-Series,2021,LNG
67PKS2Q0,Volvo VNL,2006,CNG
OLYVEXS5,Tata Ultra,2005,Electric
7SA7YYQI,Tata Ultra,2021,Diesel
U6PXB1PJ,Freightliner M2,2015,Diesel
J2JABBQV,Volvo VNL,2007,CNG
W51F682J,Tata Ultra,2024,LNG
HBYUIF0F,Ashok Leyland Dost,2005,Diesel
R68952FS,Freightliner M2,2005,Electric
5VG9M34U,Isuzu N-Series,2017,Diesel
TQQTMCZ1,Freightliner M2,2020,LNG
HSJ6ESWO,Tata Ultra,2020,Diesel
HD1AN8PQ,Ashok Leyland Dost,2005,CNG
ILSE8RW7,Volvo VNL,2024,Electric
QF30XWJ1,Volvo VNL,2024,LNG
75Y8OP9S,Tata Ultra,2016,Electric
B75DPJVH,Volvo VNL,2009,CNG
TFX7CCNR,Isuzu N-Series,2021,Diesel
ICPXIF3R,Tata Ultra,2007,Diesel
ZV9YHMLR,Isuzu N-Series,2017,CNG
L4LW21XZ,Freightliner M2,2005,Diesel
YMXCNLSU,Freightliner M2,2016,Electric
HMYYKV6Y,Isuzu N-Series,2012,LNG
XJYDS9E1,Volvo VNL,2011,Diesel
D79H1NNW,Tata Ultra,2008,Diesel
PR7B3EZ6,Tata Ultra,2013,Diesel
4XVRR6GH,Tata Ultra,2010,CNG
5BWVUTTK,Tata Ultra,2015,Diesel
UDP9L5B9,Freightliner M2,2025,Diesel
O5NKI5NM,Freightliner M2,2008,LNG
QR2U8RA0,Volvo VNL,2020,Electric
2DCS9JVS,Volvo VNL,2008,Diesel
67PSPOD0,Isuzu N-Series,2013,Electric
NDT9MH5W,Freightliner M2,2009,LNG
4M9BEEQS,Tata Ultra,2006,LNG
GJ0F74Y2,Volvo VNL,2017,Electric
5U0M77CR,Volvo VNL,2006,Electric
U6428FBR,Volvo VNL,2019,CNG
436S1TTL,Freightliner M2,2015,CNG
E1LYUW5C,Tata Ultra,2011,Diesel
NMJ8RMCO,Freightliner M2,2009,LNG
LOUFZL16,Volvo VNL,2007,LNG
7VAEWOT5,Isuzu N-Series,2019,LNG
4AIF9HPH,Tata Ultra,2022,Electric
62J7OCAV,Ashok Leyland Dost,2010,LNG
4NUCUNA4,Freightliner M2,2011,Electric
3OWU1LV7,Freightliner M2,2017,LNG
KMIQ8WSJ,Ashok Leyland Dost,2021,CNG
51IFN4QD,Isuzu N-Series,2021,Diesel
2I58RFBM,Tata Ultra,2006,Electric
2DT4USM5,Freightliner M2,2025,Electric
5HQRKZM0,Tata Ultra,2025,LNG
L825XJL1,Tata Ultra,2023,LNG
L3S5B2WC,Freightliner M2,2024,LNG
WATN2HDV,Tata Ultra,2008,Diesel
M8UV060A,Tata Ultra,2016,LNG
NKDX1UO6,Tata Ultra,2013,LNG
IDHRV3UQ,Tata Ultra,2015,CNG
YR6K9I0O,Ashok Leyland Dost,2011,Diesel
HFRM11PW,Tata Ultra,2014,Diesel
0NG0NA84,Volvo VNL,2023,Electric
LZMPEF6P,Tata Ultra,2016,Electric
TJDYJ9M1,Ashok Leyland Dost,2025,LNG
LC3FXOPC,Tata Ultra,2021,Electric
1HG6K316,Isuzu N-Series,2024,LNG
XKOEUMGO,Isuzu N-Series,2010,CNG
965YCM9R,Tata Ultra,2020,Diesel
FBFC1Q5Z,Ashok Leyland Dost,2023,Electric
5P2BC6RD,Freightliner M2,2012,Electric
UVTD6KEM,Freightliner M2,2011,LNG
SE5RI2L3,Freightliner M2,2019,Electric
J6SAKYKC,Isuzu N-Series,2008,LNG
T4Q4661T,Isuzu N-Series,2016,Diesel
C6GE3EPA,Ashok Leyland Dost,2013,CNG
GMA6LQP7,Isuzu N-Series,2012,CNG
0B6XNEFX,Ashok Leyland Dost,2019,CNG
VWIGV6TG,Freightliner M2,2013,Diesel
311UYDHU,Freightliner M2,2010,LNG
WVHO5EWR,Isuzu N-Series,2010,Electric
3XQNBLLJ,Tata Ultra,2019,Electric
VJ3DJ7Y0,Freightliner M2,2019,Electric
EBRX1MTV,Freightliner M2,2005,Diesel
VB6W5LRK,Isuzu N-Series,2009,LNG
6R9DCZ6H,Isuzu N-Series,2018,Diesel
BXSK7RKD,Freightliner M2,2009,Electric
MWBD31ZJ,Freightliner M2,2007,LNG
BYKUJ63L,Ashok Leyland Dost,2006,CNG
YGDMBNVQ,Isuzu N-Series,2017,CNG
U116XMYD,Tata Ultra,2011,Diesel
NO94KXLF,Freightliner M2,2024,Electric
U99JD3U1,Isuzu N-Series,2005,CNG
EI5OJ70E,Tata Ultra,2005,Diesel
XI99M8FX,Volvo VNL,2019,Diesel
O991VU96,Volvo VNL,2008,CNG
0TCTNM3P,Freightliner M2,2017,Diesel
HDQ92TYM,Freightliner M2,2025,LNG
S76YPSCZ,Isuzu N-Series,2016,LNG
HDBUGNAP,Tata Ultra,2025,CNG
9Q200W36,Freightliner M2,2005,Electric
B5RTEXPN,Volvo VNL,2007,Electric
N22HYSHA,Tata Ultra,2005,Electric
H40R5IXM,Ashok Leyland Dost,2015,LNG
NO62B18B,Tata Ultra,2024,CNG
2BG803XZ,Tata Ultra,2006,Diesel
TW60QDSM,Freightliner M2,2023,LNG
ADKQML3C,Volvo VNL,2015,CNG
29CGZA9R,Isuzu N-Series,2019,LNG
UQVSPUV7,Volvo VNL,2018,Electric
Y8PX32B8,Isuzu N-Series,2017,Electric
J66JIX28,Ashok Leyland Dost,2021,CNG
6YGM87YT,Isuzu N-Series,2005,Diesel
XB5OHD6L,Tata Ultra,2018,Diesel
12FD1DIR,Isuzu N-Series,2022,Electric
EDQKQH6C,Tata Ultra,2014,Diesel
67K5XXBB,Isuzu N-Series,2007,Diesel
CTA9EMVS,Ashok Leyland Dost,2008,Diesel
YT24AH0B,Volvo VNL,2006,Diesel
7G156DJM,Isuzu N-Series,2005,Diesel
FOK8FEVQ,Tata Ultra,2006,Electric
